,rating,playback_used,ebird_code,channels,date,duration,filename,species,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,bitrate_of_mp3,file_type,background,xc_id,url,country,author,primary_label,longitude,time,recordist,license,fpath
960,3.0,no,amerob,2 (stereo),2014-05-04,622,XC177128.mp3,American Robin,XC177128 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Croton Point Park, Croton, New York",,44100 (Hz),"call, dawn chorus, song",? m,128000 (bps),mp3,,177128,https://www.xeno-canto.org/177128,United States,Daniel Parker,Turdus migratorius_American Robin,,05:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC177128.mp3
961,3.0,no,amerob,2 (stereo),2014-05-02,371,XC177127.mp3,American Robin,XC177127 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Yard, Croton, New York",41.1987,44100 (Hz),dawn song,? m,128000 (bps),mp3,,177127,https://www.xeno-canto.org/177127,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8832,05:40,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC177127.mp3
962,3.0,,amerob,2 (stereo),2014-04-06,49,XC172745.mp3,American Robin,XC172745 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"Baie-D'Urfe, Montreal, Quebec",45.4082,48000 (Hz),song,30 m,128000 (bps),mp3,,172745,https://www.xeno-canto.org/172745,Canada,Patrick Turgeon,Turdus migratorius_American Robin,-73.933,19:05,Patrick Turgeon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC172745.mp3
963,3.0,,amerob,2 (stereo),0000-00-00,24,XC171448.mp3,American Robin,XC171448 American Robin (Turdus migratorius),[],,Turdus migratorius,"North Hempstead (near  Williston Park), Nassau County, New York",40.7582,44100 (Hz),"call, song",34.061 m,187077 (bps),mp3,,171448,https://www.xeno-canto.org/171448,United States,Avery Scott,Turdus migratorius_American Robin,-73.6469,04:30,Avery Scott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC171448.mp3
964,3.0,no,amerob,1 (mono),2011-03-03,51,XC163639.mp3,American Robin,XC163639 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"Mount Douglas, Victoria, Vancouver Island, BC",48.4899,44100 (Hz),whisper song,110 m,128000 (bps),mp3,,163639,https://www.xeno-canto.org/163639,Canada,Ian Cruickshank,Turdus migratorius_American Robin,-123.344,09:00,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC163639.mp3
966,3.0,no,amerob,1 (mono),2011-05-03,267,XC163145.mp3,American Robin,XC163145 American Robin (Turdus migratorius),[],no,Turdus migratorius,"My old yard, Ossining, New York",41.1955,44100 (Hz),"dawn chorus, song",? m,128000 (bps),mp3,,163145,https://www.xeno-canto.org/163145,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8678,06:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC163145.mp3
968,3.0,no,amerob,1 (mono),2011-04-25,29,XC163141.mp3,American Robin,XC163141 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Yard, Croton, New York",41.1987,44100 (Hz),song,? m,128000 (bps),mp3,,163141,https://www.xeno-canto.org/163141,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8832,19:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC163141.mp3
969,3.0,no,amerob,1 (mono),2011-04-06,329,XC163137.mp3,American Robin,XC163137 American Robin (Turdus migratorius),[],no,Turdus migratorius,"My old yard, Ossining, New York",41.1955,44100 (Hz),"alarm call, call",? m,128000 (bps),mp3,,163137,https://www.xeno-canto.org/163137,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8678,18:40,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC163137.mp3
970,3.0,no,amerob,1 (mono),2011-04-06,75,XC163135.mp3,American Robin,XC163135 American Robin (Turdus migratorius),[],no,Turdus migratorius,"My old yard, Ossining, New York",41.1955,44100 (Hz),call,? m,128000 (bps),mp3,,163135,https://www.xeno-canto.org/163135,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8678,18:30,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC163135.mp3
971,3.0,no,amerob,1 (mono),2011-04-05,136,XC163132.mp3,American Robin,XC163132 American Robin (Turdus migratorius),[],no,Turdus migratorius,"My old yard, Ossining, New York",41.1955,44100 (Hz),call,? m,128000 (bps),mp3,,163132,https://www.xeno-canto.org/163132,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8678,17:30,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC163132.mp3
973,3.0,no,amerob,1 (mono),2011-03-27,97,XC163130.mp3,American Robin,XC163130 American Robin (Turdus migratorius),[],no,Turdus migratorius,"My old yard, Ossining, New York",41.1955,44100 (Hz),"alarm call, song",? m,128000 (bps),mp3,,163130,https://www.xeno-canto.org/163130,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8678,18:40,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC163130.mp3
974,3.0,no,amerob,1 (mono),2011-03-27,58,XC163129.mp3,American Robin,XC163129 American Robin (Turdus migratorius),[],no,Turdus migratorius,"My old yard, Ossining, New York",41.1955,44100 (Hz),alarm call,? m,128000 (bps),mp3,,163129,https://www.xeno-canto.org/163129,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8678,07:25,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC163129.mp3
975,3.0,no,amerob,1 (mono),2011-05-25,168,XC158036.mp3,American Robin,XC158036 American Robin (Turdus migratorius migratorius),[],no,Turdus migratorius,"My old yard, Ossining, New York",41.1955,44100 (Hz),"alarm call, call",? m,128000 (bps),mp3,,158036,https://www.xeno-canto.org/158036,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8678,18:30,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC158036.mp3
976,3.0,no,amerob,1 (mono),2011-04-11,516,XC158035.mp3,American Robin,XC158035 American Robin (Turdus migratorius migratorius),[],no,Turdus migratorius,"Relative's yard, Briarcliff Manor, New York",41.1362,44100 (Hz),"call, song",? m,128000 (bps),mp3,,158035,https://www.xeno-canto.org/158035,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8527,17:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC158035.mp3
977,3.0,no,amerob,1 (mono),2010-10-10,95,XC158033.mp3,American Robin,XC158033 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"Relative's yard, Briarcliff Manor, New York",41.1362,44100 (Hz),call,? m,128000 (bps),mp3,,158033,https://www.xeno-canto.org/158033,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8527,18:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC158033.mp3
980,3.0,no,amerob,1 (mono),2013-06-07,5,XC153633.mp3,American Robin,XC153633 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Wood Buffalo (near  Fort McMurray), Division No. 16, Alberta",56.7264,44100 (Hz),call,260 m,128000 (bps),mp3,,153633,https://www.xeno-canto.org/153633,Canada,Dugan Maynard,Turdus migratorius_American Robin,-111.3803,22:00,Dugan Maynard,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC153633.mp3
981,3.0,no,amerob,2 (stereo),2011-05-09,7,XC145000.mp3,American Robin,XC145000 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"Central Park, New York city,USA",40.774,44100 (Hz),"male, song",20 m,320000 (bps),mp3,,145000,https://www.xeno-canto.org/145000,United States,Antonio Silveira,Turdus migratorius_American Robin,-73.971,10:00,Antonio Silveira,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC145000.mp3
984,3.0,no,amerob,1 (mono),2013-05-07,37,XC139926.mp3,American Robin,XC139926 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"University of Wyoming (near  Laramie), Albany, Wyoming",41.313,48000 (Hz),song,2200 m,128000 (bps),mp3,,139926,https://www.xeno-canto.org/139926,United States,GABRIEL LEITE,Turdus migratorius_American Robin,-105.5787,15:30,GABRIEL LEITE,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC139926.mp3
985,3.0,no,amerob,2 (stereo),2011-05-04,47,XC138712.mp3,American Robin,XC138712 American Robin (Turdus migratorius),[],no,Turdus migratorius,"My old yard, Croton, New York",41.2004,44100 (Hz),alarm call,? m,128000 (bps),mp3,,138712,https://www.xeno-canto.org/138712,United States,Daniel Parker,Turdus migratorius_American Robin,-73.8799,18:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC138712.mp3
988,3.0,no,amerob,1 (mono),2012-03-28,8,XC122037.mp3,American Robin,XC122037 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Bolton, Worcester, Massachusetts",42.4513,44100 (Hz),call,170 m,96000 (bps),mp3,,122037,https://www.xeno-canto.org/122037,United States,Gian Fabbri,Turdus migratorius_American Robin,-71.6077,19:05,Gian Fabbri,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amerob/XC122037.mp3
2116,5.0,no,bewwre,1 (mono),2020-08-25,49,XC584936.mp3,Bewick's Wren,XC584936 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Quilcene, Jefferson County, Washington",47.8827,44100 (Hz),"adult, call, sex uncertain",170 m,88668 (bps),mp3,,584936,https://www.xeno-canto.org/584936,United States,James Link,Thryomanes bewickii_Bewick's Wren,-122.7874,18:30,James Link,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC584936.mp3
2120,5.0,no,bewwre,2 (stereo),2020-04-09,24,XC579288.mp3,Bewick's Wren,XC579288 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Columbia Childrens Arboretum, Portland, Multnomah County, Oregon",45.5933,48000 (Hz),"adult, sex uncertain, song",0 m,320000 (bps),mp3,,579288,https://www.xeno-canto.org/579288,United States,Thomas Magarian,Thryomanes bewickii_Bewick's Wren,-122.6593,14:00,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC579288.mp3
2122,5.0,no,bewwre,2 (stereo),2020-04-15,12,XC579285.mp3,Bewick's Wren,XC579285 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,48000 (Hz),"adult, sex uncertain, song",60 m,320000 (bps),mp3,,579285,https://www.xeno-canto.org/579285,United States,Thomas Magarian,Thryomanes bewickii_Bewick's Wren,-122.6912,12:53,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC579285.mp3
2123,5.0,no,bewwre,2 (stereo),2020-07-19,24,XC577563.mp3,Bewick's Wren,XC577563 Bewick's Wren (Thryomanes bewickii mexicanus),[],no,Thryomanes bewickii,"San Agustín Etla, Oaxaca",17.1713,44100 (Hz),"call, life stage uncertain, sex uncertain",1800 m,320000 (bps),mp3,,577563,https://www.xeno-canto.org/577563,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-96.7613,09:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC577563.mp3
2124,5.0,no,bewwre,1 (mono),2020-07-16,35,XC576851.mp3,Bewick's Wren,XC576851 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Otay Mountain, near Dulzura, San Diego County, California",32.6003,48000 (Hz),call,1000 m,128000 (bps),mp3,,576851,https://www.xeno-canto.org/576851,United States,Paul Marvin,Thryomanes bewickii_Bewick's Wren,-116.8419,06:11,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC576851.mp3
2125,5.0,no,bewwre,1 (mono),2016-05-06,33,XC572154.mp3,Bewick's Wren,XC572154 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Portal, Cochise County, Arizona",31.912,44100 (Hz),song,1500 m,90608 (bps),mp3,,572154,https://www.xeno-canto.org/572154,United States,Russ Wigh,Thryomanes bewickii_Bewick's Wren,-109.1426,09:30,Russ Wigh,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC572154.mp3
2126,5.0,no,bewwre,1 (mono),2017-05-11,113,XC571847.mp3,Bewick's Wren,XC571847 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"East Turkey Creek, Chiricahua Mountains, Coronado National Forest, Cochise County, Arizona",31.9089,44100 (Hz),song,2000 m,93353 (bps),mp3,,571847,https://www.xeno-canto.org/571847,United States,Russ Wigh,Thryomanes bewickii_Bewick's Wren,-109.2517,06:30,Russ Wigh,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC571847.mp3
2130,5.0,no,bewwre,1 (mono),2020-05-02,50,XC553922.mp3,Bewick's Wren,XC553922 Bewick's Wren (Thryomanes bewickii calophonus),[],yes,Thryomanes bewickii,"Vancouver Island (near  Victoria), Capital, British Columbia",48.4282,44100 (Hz),"adult, sex uncertain, song",10 m,192000 (bps),mp3,,553922,https://www.xeno-canto.org/553922,Canada,Barry Edmonston,Thryomanes bewickii_Bewick's Wren,-123.3874,05:30,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC553922.mp3
2131,5.0,no,bewwre,2 (stereo),2020-04-19,4,XC550960.mp3,Bewick's Wren,XC550960 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Thornton Creek Ravine, Seattle, King County, Washington",47.7022,48000 (Hz),"adult, sex uncertain, song",60 m,320000 (bps),mp3,,550960,https://www.xeno-canto.org/550960,United States,Bruce Lagerquist,Thryomanes bewickii_Bewick's Wren,-122.3088,8:38,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC550960.mp3
2132,5.0,no,bewwre,1 (mono),2020-04-22,44,XC549425.mp3,Bewick's Wren,XC549425 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Otay Mountain, near Dulzura, San Diego County, California",32.6003,48000 (Hz),call,1000 m,128000 (bps),mp3,,549425,https://www.xeno-canto.org/549425,United States,Paul Marvin,Thryomanes bewickii_Bewick's Wren,-116.8419,08:00,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC549425.mp3
2135,5.0,no,bewwre,2 (stereo),2020-03-19,35,XC537998.mp3,Bewick's Wren,XC537998 Bewick's Wren (Thryomanes bewickii calophonus),[],yes,Thryomanes bewickii,"Vancouver Island (near  Victoria), Capital, British Columbia",48.4351,44100 (Hz),"adult, sex uncertain, song",60 m,198039 (bps),mp3,,537998,https://www.xeno-canto.org/537998,Canada,Barry Edmonston,Thryomanes bewickii_Bewick's Wren,-123.4065,15:30,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC537998.mp3
2136,5.0,no,bewwre,2 (stereo),1991-03-29,106,XC511295.mp3,Bewick's Wren,XC511295 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Campbell Valley Regional Park, British Columbia",49.0219,44100 (Hz),"adult, song",60 m,320000 (bps),mp3,,511295,https://www.xeno-canto.org/511295,Canada,Peter Ward,Thryomanes bewickii_Bewick's Wren,-122.657,09:00,Peter Ward,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC511295.mp3
2160,4.0,no,bewwre,1 (mono),2020-09-05,62,XC587151.mp3,Bewick's Wren,XC587151 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Owen's Gorge, Mono County, California",37.5876,44100 (Hz),"adult, call, sex uncertain",2000 m,128000 (bps),mp3,,587151,https://www.xeno-canto.org/587151,United States,Ron Overholtz,Thryomanes bewickii_Bewick's Wren,-118.6882,11:00,Ron Overholtz,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC587151.mp3
2161,4.0,no,bewwre,2 (stereo),2020-08-18,23,XC583314.mp3,Bewick's Wren,XC583314 Bewick's Wren (Thryomanes bewickii mexicanus),[],no,Thryomanes bewickii,"San Augustin Etla, camino al bosque",17.2,44100 (Hz),"life stage uncertain, sex uncertain, song",1900 m,320000 (bps),mp3,,583314,https://www.xeno-canto.org/583314,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-96.755,07:00,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC583314.mp3
2163,4.0,no,bewwre,1 (mono),2020-08-02,5,XC580516.mp3,Bewick's Wren,XC580516 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"San Francisco Peninsula (near  San Mateo), San Mateo County, California",37.5264,48000 (Hz),song,40 m,93435 (bps),mp3,,580516,https://www.xeno-canto.org/580516,United States,J. R.,Thryomanes bewickii_Bewick's Wren,-122.3203,09:30,J. R.,Creative Commons Attribution-ShareAlike 4.0,dozenspecies/bewwre/XC580516.mp3
2164,4.0,no,bewwre,2 (stereo),2020-04-09,54,XC579304.mp3,Bewick's Wren,XC579304 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Columbia Childrens Arboretum, Portland, Multnomah County, Oregon",45.5933,48000 (Hz),"adult, sex uncertain, song",0 m,320000 (bps),mp3,,579304,https://www.xeno-canto.org/579304,United States,Thomas Magarian,Thryomanes bewickii_Bewick's Wren,-122.6593,13:53,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC579304.mp3
2165,4.0,no,bewwre,1 (mono),2020-07-22,25,XC578517.mp3,Bewick's Wren,XC578517 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Xochimilco (near  Ciudad de México), Ciudad de México",19.255,48000 (Hz),song,2300 m,320000 (bps),mp3,,578517,https://www.xeno-canto.org/578517,Mexico,Isain Contreras Rodríguez,Thryomanes bewickii_Bewick's Wren,-99.0254,02:00,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC578517.mp3
2166,4.0,no,bewwre,1 (mono),2018-10-14,68,XC577774.mp3,Bewick's Wren,XC577774 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Mesilla Valley Bosque State Park, Doña Ana Cty, New Mexico",32.2603,48000 (Hz),"call, life stage uncertain, sex uncertain, song, subsong",1200 m,320000 (bps),mp3,,577774,https://www.xeno-canto.org/577774,United States,Sue Riffe,Thryomanes bewickii_Bewick's Wren,-106.8258,8:00,Sue Riffe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC577774.mp3
2167,4.0,no,bewwre,2 (stereo),2020-07-19,9,XC577564.mp3,Bewick's Wren,XC577564 Bewick's Wren (Thryomanes bewickii mexicanus),[],no,Thryomanes bewickii,"San Agustín Etla, Oaxaca",17.1713,44100 (Hz),"call, life stage uncertain, sex uncertain",1800 m,320000 (bps),mp3,,577564,https://www.xeno-canto.org/577564,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-96.7613,10:00,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC577564.mp3
2168,4.0,no,bewwre,1 (mono),2020-07-18,24,XC577122.mp3,Bewick's Wren,XC577122 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Xochimilco (near  Ciudad de México), Ciudad de México",19.255,48000 (Hz),"adult, call",2300 m,320000 (bps),mp3,,577122,https://www.xeno-canto.org/577122,Mexico,Isain Contreras Rodríguez,Thryomanes bewickii_Bewick's Wren,-99.0254,07:00,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC577122.mp3
2169,4.0,no,bewwre,1 (mono),2020-07-12,54,XC576213.mp3,Bewick's Wren,XC576213 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Tláhuac (near  Ciudad de México), Ciudad de México",19.2662,48000 (Hz),"adult, call, song",2200 m,320000 (bps),mp3,,576213,https://www.xeno-canto.org/576213,Mexico,Isain Contreras Rodríguez,Thryomanes bewickii_Bewick's Wren,-99.0315,07:30,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC576213.mp3
2171,4.0,no,bewwre,1 (mono),2020-07-03,16,XC573282.mp3,Bewick's Wren,XC573282 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Davis Creek Regional Park, Washoe County, Nevada",39.3025,48000 (Hz),"adult, song",1600 m,96000 (bps),mp3,,573282,https://www.xeno-canto.org/573282,United States,Bobby Wilcox,Thryomanes bewickii_Bewick's Wren,-119.833,10:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC573282.mp3
2172,4.0,no,bewwre,2 (stereo),2020-06-24,23,XC572812.mp3,Bewick's Wren,XC572812 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"White Pine County, Nevada",38.8106,48000 (Hz),"adult, call, song",2200 m,192000 (bps),mp3,,572812,https://www.xeno-canto.org/572812,United States,Bobby Wilcox,Thryomanes bewickii_Bewick's Wren,-114.7716,09:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC572812.mp3
2173,4.0,no,bewwre,2 (stereo),2020-06-17,57,XC570250.mp3,Bewick's Wren,XC570250 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"102 Ranch, Washoe County, Nevada",39.5646,48000 (Hz),"adult, male, song",1300 m,192000 (bps),mp3,,570250,https://www.xeno-canto.org/570250,United States,Bobby Wilcox,Thryomanes bewickii_Bewick's Wren,-119.4943,07:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC570250.mp3
2178,4.0,no,bewwre,2 (stereo),2020-05-09,33,XC556908.mp3,Bewick's Wren,XC556908 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Tyler Island, Sacramento County, California",38.1702,48000 (Hz),"male, song",0 m,256000 (bps),mp3,,556908,https://www.xeno-canto.org/556908,United States,Ed Pandolfino,Thryomanes bewickii_Bewick's Wren,-121.5293,09:04,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC556908.mp3
2184,4.0,no,bewwre,2 (stereo),2020-03-25,7,XC539015.mp3,Bewick's Wren,XC539015 Bewick's Wren (Thryomanes bewickii mexicanus),[],no,Thryomanes bewickii,"Oaxaca,  San Augustin Etla, terreno de Golf",17.18,44100 (Hz),"alarm call, life stage uncertain, sex uncertain",1700 m,320000 (bps),mp3,,539015,https://www.xeno-canto.org/539015,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-96.77,19:00,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC539015.mp3
2186,4.0,no,bewwre,2 (stereo),2019-07-20,27,XC511142.mp3,Bewick's Wren,XC511142 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Madera Canyon, trailhead area, Santa Cruz County, Arizona",31.7126,48000 (Hz),call,1700 m,192000 (bps),mp3,,511142,https://www.xeno-canto.org/511142,United States,Bobby Wilcox,Thryomanes bewickii_Bewick's Wren,-110.8737,18:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC511142.mp3
2189,4.0,no,bewwre,2 (stereo),2019-08-04,27,XC492068.mp3,Bewick's Wren,XC492068 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Madera Canyon, Santa Cruz Co., Arizona",31.7244,48000 (Hz),song,1500 m,192000 (bps),mp3,,492068,https://www.xeno-canto.org/492068,United States,Bobby Wilcox,Thryomanes bewickii_Bewick's Wren,-110.8805,07:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC492068.mp3
2191,4.0,no,bewwre,1 (mono),2019-07-11,63,XC486799.mp3,Bewick's Wren,XC486799 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,48000 (Hz),call,10 m,128000 (bps),mp3,,486799,https://www.xeno-canto.org/486799,United States,Paul Marvin,Thryomanes bewickii_Bewick's Wren,-117.0737,08:01,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC486799.mp3
2193,4.0,no,bewwre,1 (mono),2019-06-14,55,XC482278.mp3,Bewick's Wren,XC482278 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Rye Patch Inlet, Pershing County, Nevada",40.6917,44100 (Hz),song,1300 m,128000 (bps),mp3,,482278,https://www.xeno-canto.org/482278,United States,Ed Pandolfino,Thryomanes bewickii_Bewick's Wren,-118.2176,10:11,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC482278.mp3
2197,4.0,no,bewwre,2 (stereo),2019-05-08,23,XC475284.mp3,Bewick's Wren,XC475284 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Sunrise Camp, Pinenut Mountains, Douglas County, Nevada",39.0733,48000 (Hz),song,2000 m,192000 (bps),mp3,,475284,https://www.xeno-canto.org/475284,United States,Bobby Wilcox,Thryomanes bewickii_Bewick's Wren,-119.4547,17:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC475284.mp3
2198,4.0,no,bewwre,2 (stereo),2019-04-27,35,XC475176.mp3,Bewick's Wren,XC475176 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Warm Springs Natural Area, Clark County, Nevada",36.7152,48000 (Hz),song,550 m,192000 (bps),mp3,,475176,https://www.xeno-canto.org/475176,United States,Bobby Wilcox,Thryomanes bewickii_Bewick's Wren,-114.7146,09:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC475176.mp3
2202,4.0,no,bewwre,1 (mono),2019-04-07,55,XC465638.mp3,Bewick's Wren,XC465638 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"San Joaquin River NWR, Stanislaus County, California",37.6208,44100 (Hz),song,10 m,128000 (bps),mp3,,465638,https://www.xeno-canto.org/465638,United States,Ed Pandolfino,Thryomanes bewickii_Bewick's Wren,-121.2044,08:10,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC465638.mp3
